docdate,codigo_articulo,cantidad
2020-01-20,SOELPMS6505,23
2020-01-20,SOELSI9220DV,8
2020-01-20,SOSWC1-611,7
2020-01-20,SOSWC6-603,1
2020-01-20,SOSWG1-110,6
2020-01-20,SOSWG1-111,4
2020-01-20,SOSWG1-112,3
2020-01-20,SOSWG2-210,6
2020-01-20,SOSWG2-213,8
2020-01-20,SOSWM2-251,30
2020-01-20,SOSWP2-513,3
2020-01-20,SOSWP2-516,3
2020-01-20,SOSWP2-517,3
2020-01-20,SOSWSWA2650,6
2020-01-20,SOSWSWP3060,1
2020-01-21,AUAC265,2
2020-01-21,AUACAE20,8
2020-01-21,AUACAH45,1
2020-01-21,AUACAL3900U,3
2020-01-21,AUACALH2,12
2020-01-21,AUACALR4,18
2020-01-21,AUACBD1100,5
2020-01-21,AUACEG500,1
2020-01-21,AUACFX1000,1
2020-01-21,AUACPB400,3
2020-01-21,AUACRIM4F,40
2020-01-21,AUACRT3FX,1
2020-01-21,AUACSH1000,1
2020-01-21,AUELCR4301,3
2020-01-21,AUELCR433,4
2020-01-21,AUELMC5,1
2020-01-21,HEELAG114,2
2020-01-21,HEELAG1141,1
2020-01-21,HEELAG230,1
2020-01-21,HEELBV06,1
2020-01-21,HEELCA1012D,8
2020-01-21,HEELCA1510,7
2020-01-21,HEELCS1425,2
2020-01-21,HEELDH164515,1
2020-01-21,HEELEB7056,9
2020-01-21,HEELEB90758,5
2020-01-21,HEELEP181,5
2020-01-21,HEELHG1600,3
2020-01-21,HEELMS1018,1
2020-01-21,HEELPS250,1
2020-01-21,HEELPS350,1
2020-01-21,HEELPW1770,1
2020-01-21,HEELPW2275,18
2020-01-21,HEELTA1100,7
2020-01-21,HEELTA1500,7
2020-01-21,HEELTA375,1
2020-01-21,HEELTA550,2
2020-01-21,HEELTA750,5
2020-01-21,HEELTB500,3
2020-01-21,HEELTS255,1
2020-01-21,HEFUFC25,1
2020-01-21,MADUDG701,2
2020-01-21,MAEL2G25,5
2020-01-21,MAEL2G950,11
2020-01-21,SOELCSVM510,1
2020-01-21,SOELCSVM530,3
2020-01-21,SOELPES6300,5
2020-01-21,SOELSI9220DV,2
2020-01-21,SOSWC1-611,1
2020-01-21,SOSWC1-651,2
2020-01-21,SOSWG2-210,2
2020-01-21,SOSWG2-213,3
2020-01-21,SOSWG2-214,2
2020-01-21,SOSWG2-216,2
2020-01-21,SOSWM1-111,3
2020-01-21,SOSWM2-211,10
2020-01-21,SOSWM2-245,15
2020-01-21,SOSWM2-251,10
2020-01-21,SOSWSWA2650,1
2020-01-21,SOSWSWP3060,1
2020-01-21,SOSWT1-111,2
2020-01-22,AUACAE15,2
2020-01-22,AUACAE20,8
2020-01-22,AUACAH45,-1
2020-01-22,AUACAL3900U,2
2020-01-22,AUACALM4,2
2020-01-22,AUACALR4,5
2020-01-22,AUACAN4275,2
2020-01-22,AUACBD850,1
2020-01-22,AUACCH1,3
2020-01-22,AUACEG250,1
2020-01-22,AUACEL12,2
2020-01-22,AUACFC350,1
2020-01-22,AUACFL85265,1
2020-01-22,AUACFX1000,5
2020-01-22,AUACPB400,3
2020-01-22,AUACRCBLT3,5
2020-01-22,AUACRIM4F,7
2020-01-22,AUACRT2415U,3
2020-01-22,AUACSH1000,10
2020-01-22,AUACV515,4
2020-01-22,AUELCR4301,10
2020-01-22,AUELMC3,2
2020-01-22,AUELMC5,-1
2020-01-22,HEELAG114,3
2020-01-22,HEELAG230,1
2020-01-22,HEELBV04,1
2020-01-22,HEELCA1012D,3
2020-01-22,HEELCA2542D,1
2020-01-22,HEELCA6205,3
2020-01-22,HEELCA6256,1
2020-01-22,HEELCS1425,3
2020-01-22,HEELEB7056,8
2020-01-22,HEELEB90758,1
2020-01-22,HEELHG1600,1
2020-01-22,HEELID600,1
2020-01-22,HEELPS250,3
2020-01-22,HEELPS350,1
2020-01-22,HEELPW1770,1
2020-01-22,HEELPW2275,2
2020-01-22,HEELPW2482,2
2020-01-22,HEELTA550,8
2020-01-22,HEELTA750,1
2020-01-22,HEELTB500,2
2020-01-22,HEELVC0640P,7
2020-01-22,HEFUFC25,10
2020-01-22,MADUDG701,1
2020-01-22,MAEL2G25,1
2020-01-22,MAEL2G65,1
2020-01-22,MAEL2G950,13
2020-01-22,MAELGPW2515,1
2020-01-22,SOELAT2610254M,1
2020-01-22,SOELCSVM501,33
2020-01-22,SOELCSVM530,10
2020-01-22,SOELPES6300,1
2020-01-22,SOELPMS6505,4
2020-01-22,SOELSI8225AL,1
2020-01-22,SOELSI9220DV,6
2020-01-22,SOFUFW181,208
2020-01-22,SOSWC1-611,6
2020-01-22,SOSWC1-651,3
2020-01-22,SOSWC6-603,21
2020-01-22,SOSWG1-110,2
2020-01-22,SOSWG1-111,2
2020-01-22,SOSWG2-210,50
2020-01-22,SOSWG2-213,87
2020-01-22,SOSWG2-217,20
2020-01-22,SOSWM2-251,10
2020-01-22,SOSWP2-511,2
2020-01-22,SOSWP2-513,4
2020-01-22,SOSWP2-514,3
2020-01-22,SOSWP2-515,3
2020-01-22,SOSWP2-516,3
2020-01-22,SOSWSWA2650,1
2020-01-23,AUAC265,2
2020-01-23,AUACAE15,3
2020-01-23,AUACAE20,3
2020-01-23,AUACAH45,1
2020-01-23,AUACAL3900U,5
2020-01-23,AUACALH2,8
2020-01-23,AUACALM4,9
2020-01-23,AUACALR4,13
2020-01-23,AUACAR10SH,1
2020-01-23,AUACBD1100,2
2020-01-23,AUACBD1522,1
2020-01-23,AUACBL05,2
2020-01-23,AUACCH1,5
2020-01-23,AUACEL12,1
2020-01-23,AUACFC350,1
2020-01-23,AUACFC351,1
2020-01-23,AUACFL85265,2
2020-01-23,AUACFX1000,1
2020-01-23,AUACHR42,1
2020-01-23,AUACHULK950,1
2020-01-23,AUACPB400,11
2020-01-23,AUACRCBLT3,1
2020-01-23,AUACRIM4F,48
2020-01-23,AUACRIM4Z,3
2020-01-23,AUACRP120,4
2020-01-23,AUACSH1000,2
2020-01-23,AUACV515,2
2020-01-23,AUELCR433,8
2020-01-23,AUELMC3,2
2020-01-23,AUELMC5,3
2020-01-23,AUELPA42,3
2020-01-23,HEELAG114,1
2020-01-23,HEELAG181,8
2020-01-23,HEELBV04,1
2020-01-23,HEELBV05,2
2020-01-23,HEELBV06,1
2020-01-23,HEELCA1012D,4
2020-01-23,HEELCA1510,2
2020-01-23,HEELCA2542D,1
2020-01-23,HEELCA6205,1
2020-01-23,HEELCA6256,0
2020-01-23,HEELCS1425,2
2020-01-23,HEELEB7056,16
2020-01-23,HEELEB90758,3
2020-01-23,HEELID600,3
2020-01-23,HEELMS1018,2
2020-01-23,HEELPS250,7
2020-01-23,HEELPS350,0
2020-01-23,HEELPW1565,8
2020-01-23,HEELPW1770,4
2020-01-23,HEELPW2275,6
2020-01-23,HEELPW2482,4
2020-01-23,HEELRM9026,1
2020-01-23,HEELTA375,1
2020-01-23,HEELTA550,4
2020-01-23,HEELTA750,4
2020-01-23,HEELTB500,-1
2020-01-23,HEELTS255,1
2020-01-23,HEELVC0115P,23
2020-01-23,HEELVC0640P,2
2020-01-23,HEFUFC25,10
2020-01-23,MAEL2G100,2
2020-01-23,MAEL2G25,3
2020-01-23,MAEL2G65,8
2020-01-23,SOELAT2610254M,2
2020-01-23,SOELCSVM501,25
2020-01-23,SOELCSVM510,6
2020-01-23,SOELCSVM530,24
2020-01-23,SOELPES6300,12
2020-01-23,SOELSI9210DT,1
2020-01-23,SOELSI9220DV,2
2020-01-23,SOELSIC40DV,1
2020-01-23,SOFUFW181,347
2020-01-23,SOSWC1-611,12
2020-01-23,SOSWC1-811,1
2020-01-23,SOSWG2-210,3
2020-01-23,SOSWG2-213,1
2020-01-23,SOSWM1-111,2
2020-01-23,SOSWM2-211,1
2020-01-23,SOSWM2-235,0
2020-01-23,SOSWM2-237,0
2020-01-23,SOSWM2-245,2
2020-01-23,SOSWM2-251,3
2020-01-23,SOSWM2-265,0
2020-01-23,SOSWP2-513,35
2020-01-23,SOSWP2-517,34
2020-01-23,SOSWSWA2650,2
2020-01-23,SOSWSWC690,2
2020-01-23,SOSWSWP3060,1
2020-01-23,SOSWSWW2550,1
2020-01-23,SOSWT1-111,1
2020-01-24,AUAC265,9
2020-01-24,AUACAE20,22
2020-01-24,AUACAE25,1
2020-01-24,AUACAH45,1
2020-01-24,AUACAL3900U,10
2020-01-24,AUACALH2,4
2020-01-24,AUACALM4,3
2020-01-24,AUACALR4,64
2020-01-24,AUACBD1100,1
2020-01-24,AUACBD1522,1
2020-01-24,AUACBD850,7
2020-01-24,AUACBL05,10
2020-01-24,AUACDG1224,1
2020-01-24,AUACEG250,2
2020-01-24,AUACEL12,4
2020-01-24,AUACFC350,2
2020-01-24,AUACFL85265,9
2020-01-24,AUACFX1000,7
2020-01-24,AUACGC02,2
2020-01-24,AUACHR42,3
2020-01-24,AUACHULK450,3
2020-01-24,AUACHULK950,6
2020-01-24,AUACPB400,11
2020-01-24,AUACRCBLT3,1
2020-01-24,AUACRIM4F,75
2020-01-24,AUACRIM4Z,4
2020-01-24,AUACRP120,3
2020-01-24,AUACRT2415U,5
2020-01-24,AUACRT3FX,6
2020-01-24,AUACSH1000,15
2020-01-24,AUELCR4301,39
2020-01-24,AUELCR433,41
2020-01-24,AUELMC5,3
2020-01-24,HEELAG114,1
2020-01-24,HEELBV04,1
2020-01-24,HEELBV05,6
2020-01-24,HEELBV06,12
2020-01-24,HEELCA1012D,1
2020-01-24,HEELCA1510,3
2020-01-24,HEELCA6256,13
2020-01-24,HEELCS1425,8
2020-01-24,HEELEB7056,5
2020-01-24,HEELEP181,7
2020-01-24,HEELHG1600,1
2020-01-24,HEELID600,12
2020-01-24,HEELMS1018,1
2020-01-24,HEELPS250,3
2020-01-24,HEELPS350,7
2020-01-24,HEELPW1565,16
2020-01-24,HEELPW1770,7
2020-01-24,HEELPW2275,5
2020-01-24,HEELPW2482,12
2020-01-24,HEELRM9026,2
2020-01-24,HEELTA375,1
2020-01-24,HEELTA750,7
2020-01-24,HEELTB500,1
2020-01-24,HEELTS255,1
2020-01-24,HEELVC0640P,4
2020-01-24,HEFUFC25,2
2020-01-24,MAEL2G100,4
2020-01-24,MAEL2G13,10
2020-01-24,MAEL2G25,5
2020-01-24,MAEL2G65,4
2020-01-24,MAEL2G950,1
2020-01-24,MAELGPW2515,6
2020-01-24,SOELAT2610254M,2
2020-01-24,SOELCSVM501,27
2020-01-24,SOELCSVM510,20
2020-01-24,SOELCSVM530,25
2020-01-24,SOELPES6300,1
2020-01-24,SOELPMS6505,3
2020-01-24,SOELSI9220DV,2
2020-01-24,SOFUFW181,153
2020-01-24,SOSWC1-611,19
2020-01-24,SOSWC1-651,1
2020-01-24,SOSWC1-811,5
2020-01-24,SOSWG1-114,1
2020-01-24,SOSWG2-210,65
2020-01-24,SOSWG2-213,48
2020-01-24,SOSWM1-111,2
2020-01-24,SOSWM2-235,20
2020-01-24,SOSWM2-237,20
2020-01-24,SOSWM2-245,20
2020-01-24,SOSWM2-251,10
2020-01-24,SOSWM2-265,20
2020-01-24,SOSWP2-513,1
2020-01-24,SOSWP2-514,1
2020-01-24,SOSWP2-515,2
2020-01-24,SOSWP2-516,1
2020-01-24,SOSWP2-517,5
2020-01-24,SOSWSWA2650,2
2020-01-24,SOSWSWC690,1
2020-01-24,SOSWSWP3060,1
2020-01-24,SOSWSWT2045,1
2020-01-24,SOSWT1-111,1
2020-01-25,AUACAE15,1
2020-01-25,AUACAE20,7
2020-01-25,AUACALH2,1
2020-01-25,AUACALR4,7
2020-01-25,AUACAN4275,1
2020-01-25,AUACBD1100,1
2020-01-25,AUACDG1224,1
2020-01-25,AUACEL12,1
2020-01-25,AUACFL85265,1
2020-01-25,AUACHR42,2
2020-01-25,AUACHULK450,1
2020-01-25,AUACHULK750,1
2020-01-25,AUACMN20,2
2020-01-25,AUACPB400,3
2020-01-25,AUACRIM4F,38
2020-01-25,AUACRIM4Z,6
2020-01-25,AUACRP120,1
2020-01-25,AUACRT2415U,2
2020-01-25,AUACSH1000,2
2020-01-25,AUELCR433,2
2020-01-25,HEELBV05,1
2020-01-25,HEELBV06,1
2020-01-25,HEELCA6205,2
2020-01-25,HEELCA6256,2
2020-01-25,HEELCS1425,3
2020-01-25,HEELID600,1
2020-01-25,HEELMS1018,1
2020-01-25,HEELPS350,1
2020-01-25,HEELPW1770,2
2020-01-25,HEELTA375,1
2020-01-25,HEELTA750,1
2020-01-25,HEELTB500,2
2020-01-25,MAEL2G65,1
2020-01-25,SOELCSVM501,1
2020-01-25,SOELCSVM510,1
2020-01-25,SOELCSVM530,4
2020-01-25,SOFUFW181,4
2020-01-25,SOSWC1-611,1
2020-01-25,SOSWC6-603,4
2020-01-25,SOSWM1-111,1
2020-01-25,SOSWSWA2650,2
2020-01-27,AUAC265,2
2020-01-27,AUACAE20,9
2020-01-27,AUACAH45,3
2020-01-27,AUACAL3900U,5
2020-01-27,AUACALH2,4
2020-01-27,AUACALM4,6
2020-01-27,AUACALR4,15
2020-01-27,AUACBD1100,5
2020-01-27,AUACBD1522,2
2020-01-27,AUACBL05,2
2020-01-27,AUACEL12,1
2020-01-27,AUACFC350,2
2020-01-27,AUACFL85265,1
2020-01-27,AUACFX1000,2
2020-01-27,AUACLD500,6
2020-01-27,AUACPB400,6
2020-01-27,AUACRCBLT3,1
2020-01-27,AUACRIM4F,53
2020-01-27,AUACRIM4Z,2
2020-01-27,AUACRP120,1
2020-01-27,AUACRT2415U,6
2020-01-27,AUACRT3FX,1
2020-01-27,AUACSH1000,2
2020-01-27,AUELCR4301,1
2020-01-27,AUELCR433,5
2020-01-27,AUELMC3,4
2020-01-27,AUELMC5,13
2020-01-27,HEELAG114,1
2020-01-27,HEELBV04,3
2020-01-27,HEELBV05,3
2020-01-27,HEELBV06,5
2020-01-27,HEELCA1012D,15
2020-01-27,HEELCA1510,1
2020-01-27,HEELCA6205,2
2020-01-27,HEELCA6256,4
2020-01-27,HEELCS1425,4
2020-01-27,HEELDH164515,1
2020-01-27,HEELEB7056,11
2020-01-27,HEELEB90758,1
2020-01-27,HEELHG1600,3
2020-01-27,HEELID600,3
2020-01-27,HEELMS1018,2
2020-01-27,HEELPS250,5
2020-01-27,HEELPS350,4
2020-01-27,HEELPW1770,10
2020-01-27,HEELPW2275,12
2020-01-27,HEELPW2482,4
2020-01-27,HEELRM9026,1
2020-01-27,HEELTA375,2
2020-01-27,HEELTA550,3
2020-01-27,HEELTA750,1
2020-01-27,HEELTB500,11
2020-01-27,HEELTS255,2
2020-01-27,HEELVC0640P,2
2020-01-27,HEFUFC25,5
2020-01-27,MAEL2G100,1
2020-01-27,MAEL2G25,15
2020-01-27,MAEL2G65,3
2020-01-27,MAEL2G950,5
2020-01-27,MAELGPW2515,1
2020-01-27,SOELAT2610254M,5
2020-01-27,SOELCSVM501,6
2020-01-27,SOELCSVM530,16
2020-01-27,SOELPES6300,41
2020-01-27,SOELPMS6505,21
2020-01-27,SOELSI9180DV,6
2020-01-27,SOELSI9220DV,21
2020-01-27,SOFUFW181,34
2020-01-27,SOSWC1-611,15
2020-01-27,SOSWG1-110,10
2020-01-27,SOSWG1-111,3
2020-01-27,SOSWG1-112,11
2020-01-27,SOSWG2-210,28
2020-01-27,SOSWG2-213,42
2020-01-27,SOSWM1-111,1
2020-01-27,SOSWM2-237,10
2020-01-27,SOSWP2-513,1
2020-01-27,SOSWP2-517,1
2020-01-27,SOSWSWA2650,2
2020-01-27,SOSWSWP3060,1
2020-01-27,SOSWSWT2035,1
2020-01-27,SOSWSWT2045,2
2020-01-27,SOSWSWW2550,1
2020-01-27,SOSWT1-111,1
2020-01-28,AUAC265,1
2020-01-28,AUACAE20,6
2020-01-28,AUACAH45,1
2020-01-28,AUACAL3900U,9
2020-01-28,AUACALH2,4
2020-01-28,AUACALR4,11
2020-01-28,AUACBD1100,1
2020-01-28,AUACBD850,4
2020-01-28,AUACBL05,1
2020-01-28,AUACCH1,5
2020-01-28,AUACEG250,1
2020-01-28,AUACEL12,1
2020-01-28,AUACFL85265,1
2020-01-28,AUACHR42,2
2020-01-28,AUACHULK750,1
2020-01-28,AUACPB400,10
2020-01-28,AUACRIM4F,64
2020-01-28,AUACRIM4Z,8
2020-01-28,AUACRT2415U,0
2020-01-28,AUACSH1000,7
2020-01-28,AUELCR433,3
2020-01-28,AUELMC3,6
2020-01-28,AUELMC5,5
2020-01-28,HEELAG181,4
2020-01-28,HEELBV04,4
2020-01-28,HEELBV05,2
2020-01-28,HEELBV06,4
2020-01-28,HEELCA1012D,1
2020-01-28,HEELCA1510,5
2020-01-28,HEELCA6205,1
2020-01-28,HEELCA6256,7
2020-01-28,HEELCS1425,4
2020-01-28,HEELEB7056,16
2020-01-28,HEELEB90758,8
2020-01-28,HEELEP181,4
2020-01-28,HEELHG1600,8
2020-01-28,HEELID600,8
2020-01-28,HEELMS1018,2
2020-01-28,HEELPS250,3
2020-01-28,HEELPS350,5
2020-01-28,HEELPW1565,2
2020-01-28,HEELPW1770,11
2020-01-28,HEELPW2275,3
2020-01-28,HEELPW2482,3
2020-01-28,HEELTA375,2
2020-01-28,HEELTA550,1
2020-01-28,HEELTA750,5
2020-01-28,HEELTB500,5
2020-01-28,HEELTS255,1
2020-01-28,HEELVC0115P,30
2020-01-28,HEELVC0640P,2
2020-01-28,MADUDG701,4
2020-01-28,MAEL2G13,3
2020-01-28,MAEL2G25,7
2020-01-28,MAEL2G950,4
2020-01-28,MAELGPW2515,2
2020-01-28,SOELAT2610254M,4
2020-01-28,SOELCSVM501,6
2020-01-28,SOELCSVM530,22
2020-01-28,SOELPES6300,5
2020-01-28,SOELPMS6505,1
2020-01-28,SOELSI9180DV,20
2020-01-28,SOELSI9220DV,4
2020-01-28,SOFUFW181,68
2020-01-28,SOSWC1-611,8
2020-01-28,SOSWC1-651,2
2020-01-28,SOSWC1-811,4
2020-01-28,SOSWG2-210,23
2020-01-28,SOSWG2-213,16
2020-01-28,SOSWG3-313,4
2020-01-28,SOSWM2-235,18
2020-01-28,SOSWM2-237,20
2020-01-28,SOSWM2-245,10
2020-01-28,SOSWM2-251,13
2020-01-28,SOSWM2-254,-1
2020-01-28,SOSWP2-513,3
2020-01-28,SOSWP2-514,12
2020-01-28,SOSWP2-517,3
2020-01-28,SOSWSWC690,1
2020-01-28,SOSWSWP3060,1
2020-01-28,SOSWT1-111,8
2020-01-29,AUAC265,5
2020-01-29,AUACAE20,9
2020-01-29,AUACAH45,4
2020-01-29,AUACAL3900U,12
2020-01-29,AUACALH2,2
2020-01-29,AUACALM4,1
2020-01-29,AUACALR4,11
2020-01-29,AUACBL05,6
2020-01-29,AUACEG250,3
2020-01-29,AUACEL12,2
2020-01-29,AUACFC350,-1
2020-01-29,AUACFL85265,1
2020-01-29,AUACFX1000,11
2020-01-29,AUACPB400,2
2020-01-29,AUACRCBLT3,11
2020-01-29,AUACRIM4F,13
2020-01-29,AUACRP120,1
2020-01-29,AUACSH1000,4
2020-01-29,AUELCR433,9
2020-01-29,AUELMC3,1
2020-01-29,AUELMC5,3
2020-01-29,HEELAG181,6
2020-01-29,HEELAG230,3
2020-01-29,HEELBV04,3
2020-01-29,HEELBV05,7
2020-01-29,HEELBV06,9
2020-01-29,HEELCA1012D,2
2020-01-29,HEELCA1510,6
2020-01-29,HEELCA6205,5
2020-01-29,HEELCA6256,8
2020-01-29,HEELCS1425,7
2020-01-29,HEELEB7056,13
2020-01-29,HEELEB90758,2
2020-01-29,HEELEP181,6
2020-01-29,HEELHG1600,7
2020-01-29,HEELID600,8
2020-01-29,HEELMS1018,1
2020-01-29,HEELPS250,10
2020-01-29,HEELPS350,5
2020-01-29,HEELPW1565,3
2020-01-29,HEELPW1770,18
2020-01-29,HEELPW2275,13
2020-01-29,HEELPW2482,1
2020-01-29,HEELRM9026,4
2020-01-29,HEELTA375,5
2020-01-29,HEELTA550,3
2020-01-29,HEELTB500,4
2020-01-29,HEELTS255,2
2020-01-29,HEFUFC25,5
2020-01-29,MADUDG701,4
2020-01-29,MAEL2G100,2
2020-01-29,MAEL2G13,1
2020-01-29,MAEL2G25,6
2020-01-29,MAEL2G65,4
2020-01-29,MAEL2G950,13
2020-01-29,MAELGPW2515,1
2020-01-29,SOELAT2610254M,3
2020-01-29,SOELCSVM501,55
2020-01-29,SOELCSVM510,1
2020-01-29,SOELCSVM530,32
2020-01-29,SOELPMS6505,2
2020-01-29,SOELSI9180DV,24
2020-01-29,SOELSI9220DV,3
2020-01-29,SOFUFW181,188
2020-01-29,SOSWC1-611,8
2020-01-29,SOSWC1-651,10
2020-01-29,SOSWC1-811,5
2020-01-29,SOSWC6-603,6
2020-01-29,SOSWG1-110,1
2020-01-29,SOSWG2-210,22
2020-01-29,SOSWG2-213,67
2020-01-29,SOSWG2-214,2
2020-01-29,SOSWG2-216,2
2020-01-29,SOSWM1-111,1
2020-01-29,SOSWM2-218,10
2020-01-29,SOSWM2-235,6
2020-01-29,SOSWM2-237,10
2020-01-29,SOSWM2-254,1
2020-01-29,SOSWP1-440,1
2020-01-29,SOSWP2-513,6
2020-01-29,SOSWP2-514,-10
2020-01-29,SOSWP2-516,13
2020-01-29,SOSWP2-517,76
2020-01-29,SOSWSWA2650,2
2020-01-29,SOSWSWW2550,1
2020-01-29,SOSWT1-111,7
2020-01-29,SOSWT1-115,1
2020-01-30,AUAC265,2
2020-01-30,AUACAE20,18
2020-01-30,AUACAH45,8
2020-01-30,AUACAL3900U,9
2020-01-30,AUACALH2,27
2020-01-30,AUACALM4,49
2020-01-30,AUACALR4,11
2020-01-30,AUACAR10SH,2
2020-01-30,AUACBD1100,1
2020-01-30,AUACBD850,2
2020-01-30,AUACBL05,2
2020-01-30,AUACDG1224,1
2020-01-30,AUACEG250,4
2020-01-30,AUACEG501,1
2020-01-30,AUACEL12,3
2020-01-30,AUACFC350,2
2020-01-30,AUACFC351,2
2020-01-30,AUACFL85265,6
2020-01-30,AUACFS05,2
2020-01-30,AUACFX1000,2
2020-01-30,AUACHR42,2
2020-01-30,AUACHULK750,3
2020-01-30,AUACIN624,2
2020-01-30,AUACLD500,2
2020-01-30,AUACPB400,4
2020-01-30,AUACRCBLT3,1
2020-01-30,AUACRIM4F,159
2020-01-30,AUACRIM4Z,8
2020-01-30,AUACRP120,2
2020-01-30,AUACRT2415U,5
2020-01-30,AUACRT3FX,1
2020-01-30,AUACSH1000,4
2020-01-30,AUELCR4301,15
2020-01-30,AUELCR433,6
2020-01-30,AUELMC3,2
2020-01-30,AUELMC5,6
2020-01-30,HEELAG181,8
2020-01-30,HEELAG230,2
2020-01-30,HEELBV04,7
2020-01-30,HEELBV05,1
2020-01-30,HEELBV06,4
2020-01-30,HEELCA1012D,2
2020-01-30,HEELCA1510,5
2020-01-30,HEELCA2542D,1
2020-01-30,HEELCA6205,34
2020-01-30,HEELCA6256,7
2020-01-30,HEELCS1425,6
2020-01-30,HEELEB7056,12
2020-01-30,HEELEB90758,9
2020-01-30,HEELEP181,2
2020-01-30,HEELHG1600,6
2020-01-30,HEELID600,20
2020-01-30,HEELMS1018,5
2020-01-30,HEELPS250,1
2020-01-30,HEELPS350,1
2020-01-30,HEELPW1565,19
2020-01-30,HEELPW1770,2
2020-01-30,HEELPW2275,13
2020-01-30,HEELPW2482,2
2020-01-30,HEELRM9026,7
2020-01-30,HEELTA375,1
2020-01-30,HEELTA550,1
2020-01-30,HEELTB500,4
2020-01-30,HEELTS255,4
2020-01-30,HEELVC0115P,11
2020-01-30,HEELVC0640P,3
2020-01-30,HEFUFC25,2
2020-01-30,MAEL2G100,1
2020-01-30,MAEL2G13,1
2020-01-30,MAEL2G25,2
2020-01-30,MAEL2G65,4
2020-01-30,MAEL2G950,38
2020-01-30,SOELAT2610254M,1
2020-01-30,SOELCSVM501,5
2020-01-30,SOELCSVM510,3
2020-01-30,SOELCSVM530,21
2020-01-30,SOELPES6300,9
2020-01-30,SOELPMS6505,7
2020-01-30,SOELSI9180DV,14
2020-01-30,SOFUFW181,237
2020-01-30,SOSWC1-611,5
2020-01-30,SOSWC1-651,3
2020-01-30,SOSWC1-811,3
2020-01-30,SOSWC6-603,3
2020-01-30,SOSWG2-210,8
2020-01-30,SOSWG2-213,6
2020-01-30,SOSWG2-214,2
2020-01-30,SOSWM1-111,3
2020-01-30,SOSWM2-235,2
2020-01-30,SOSWM2-237,10
2020-01-30,SOSWM2-254,10
2020-01-30,SOSWM2-265,5
2020-01-30,SOSWP1-440,3
2020-01-30,SOSWSWA2650,1
2020-01-30,SOSWSWP3060,1
2020-01-30,SOSWSWT2045,1
2020-01-30,SOSWT1-111,1
2020-01-31,AUAC265,3
2020-01-31,AUACAE15,5
2020-01-31,AUACAE20,7
2020-01-31,AUACAH45,3
2020-01-31,AUACAL3900U,30
2020-01-31,AUACALM4,44
2020-01-31,AUACALR4,17
2020-01-31,AUACAN4275,3
2020-01-31,AUACAR10SH,2
2020-01-31,AUACBD1100,1
2020-01-31,AUACBD850,1
2020-01-31,AUACBL05,2
2020-01-31,AUACFX1000,1
2020-01-31,AUACHR42,2
2020-01-31,AUACHULK450,2
2020-01-31,AUACMN20,10
2020-01-31,AUACPB400,4
2020-01-31,AUACRCBLT3,1
2020-01-31,AUACRIM4F,33
2020-01-31,AUACRP120,3
2020-01-31,AUACRT2415U,3
2020-01-31,AUACSB9,1
2020-01-31,AUACSH1000,7
2020-01-31,AUELCR433,4
2020-01-31,AUELMC5,1
2020-01-31,AUELPA42,2
2020-01-31,HEELAG1165,24
2020-01-31,HEELAG230,1
2020-01-31,HEELBV05,1
2020-01-31,HEELCA1012D,1
2020-01-31,HEELCA1510,11
2020-01-31,HEELCA6256,19
2020-01-31,HEELCS1425,4
2020-01-31,HEELEB7056,1
2020-01-31,HEELEP181,1
2020-01-31,HEELHG1600,1
2020-01-31,HEELMS1018,3
2020-01-31,HEELPS250,1
2020-01-31,HEELPS350,14
2020-01-31,HEELPW1565,32
2020-01-31,HEELPW1770,1
2020-01-31,HEELPW2275,2
2020-01-31,HEELPW2482,7
2020-01-31,HEELRM9026,6
2020-01-31,HEELTA1100,3
2020-01-31,HEELTA1500,1
2020-01-31,HEELTA750,5
2020-01-31,HEELTB500,1
2020-01-31,HEELVC0640P,7
2020-01-31,MAEL2G25,2
2020-01-31,MAEL2G65,1
2020-01-31,MAEL2G950,6
2020-01-31,MAELGPW2515,1
2020-01-31,SOELAT2610254M,1
2020-01-31,SOELCSVM501,31
2020-01-31,SOELCSVM530,-20
2020-01-31,SOELPES6300,4
2020-01-31,SOELSI9180DV,19
2020-01-31,SOELSI9220DV,1
2020-01-31,SOFUFW181,86
2020-01-31,SOSWC1-611,6
2020-01-31,SOSWC1-811,1
2020-01-31,SOSWC6-603,8
2020-01-31,SOSWG1-111,27
2020-01-31,SOSWG2-213,-13
2020-01-31,SOSWG2-214,1
2020-01-31,SOSWM1-111,1
2020-01-31,SOSWM2-235,8
2020-01-31,SOSWM2-251,1
2020-01-31,SOSWP2-513,5
2020-01-31,SOSWP2-517,5
2020-01-31,SOSWSWA2650,2
2020-01-31,SOSWSWA3250,1
2020-01-31,SOSWSWT2045,1
2020-01-31,SOSWSWW2550,1
2020-02-01,AUACAE20,1
2020-02-01,AUACAL3900U,6
2020-02-01,AUACALM4,2
2020-02-01,AUACALR4,5
2020-02-01,AUACBD1100,1
2020-02-01,AUACFX1000,1
2020-02-01,AUACPB400,1
2020-02-01,AUACRCBLT3,1
2020-02-01,AUACRIM4F,3
2020-02-01,AUACRIM4Z,5
2020-02-01,AUACSH1000,1
2020-02-01,AUELCR433,1
2020-02-01,HEELCA6205,1
2020-02-01,HEELCS1425,3
2020-02-01,HEELEB7056,1
2020-02-01,HEELEB90758,1
2020-02-01,HEELEP181,2
